year,country,co,type,domestic,firm,brand,qu,princ,horsepower,fuel,width,height,weight,pop,country1,country2,country3,country4,country5,class
1987,Belgium,27,citroen AX,0,PSA,Citroën,6366,.43794912,33,3.9000001,156,135,640,9870000,1,0,0,0,0,small
1988,Belgium,27,citroen AX,0,PSA,Citroën,10309,.41482735,33,3.9000001,155,135.5,640,9900000,1,0,0,0,0,small
1989,Belgium,27,citroen AX,0,PSA,Citroën,12498,.41259527,33,3.9000001,155,135.5,640,9940000,1,0,0,0,0,small
1990,Belgium,27,citroen AX,0,PSA,Citroën,11759,.40446463,33,5,155,135.5,640,9970000,1,0,0,0,0,small
1991,Belgium,27,citroen AX,0,PSA,Citroën,9872,.41698959,33,3.9000001,155,135.5,640,9980000,1,0,0,0,0,small
1992,Belgium,27,citroen AX,0,PSA,Citroën,7828,.38984311,33,3.9000001,155.5,135.5,670,10050000,1,0,0,0,0,small
1993,Belgium,27,citroen AX,0,PSA,Citroën,4435,.42306271,37,4.5,155.5,135.5,690,10080000,1,0,0,0,0,small
1994,Belgium,27,citroen AX,0,PSA,Citroën,3579,.42171001,37,4.5,155.5,135.5,690,10090000,1,0,0,0,0,small
1995,Belgium,27,citroen AX,0,PSA,Citroën,3074,.37578362,37,4.5,155.5,135.5,690,10140000,1,0,0,0,0,small
1996,Belgium,27,citroen AX,0,PSA,Citroën,2452,.35476995,37,4.5,155.5,136,690,10160000,1,0,0,0,0,small
1997,Belgium,27,citroen AX,0,PSA,Citroën,953,.34062591,33,4.5,155.5,136,690,10190000,1,0,0,0,0,small
1983,Belgium,28,citroen BX,0,PSA,Citroën,4376,.70146102,45,5.5999999,166,136,885,9860000,1,0,0,0,0,medium
1984,Belgium,28,citroen BX,0,PSA,Citroën,7811,.69832385,45.5,5.5999999,166,136,885,9860000,1,0,0,0,0,medium
1985,Belgium,28,citroen BX,0,PSA,Citroën,9022,.68161756,45,5.5999999,166,136,885,9860000,1,0,0,0,0,medium
1986,Belgium,28,citroen BX,0,PSA,Citroën,11800,.67751265,46,5.5999999,166,136,900,9860000,1,0,0,0,0,medium
1987,Belgium,28,citroen BX,0,PSA,Citroën,11774,.67214054,46,5.5999999,166,136,900,9870000,1,0,0,0,0,medium
1988,Belgium,28,citroen BX,0,PSA,Citroën,11240,.6502558,46,5.5999999,168,136,900,9900000,1,0,0,0,0,medium
1989,Belgium,28,citroen BX,0,PSA,Citroën,13191,.63017482,52,5.5,168,136,900,9940000,1,0,0,0,0,medium
1990,Belgium,28,citroen BX,0,PSA,Citroën,13036,.67522317,53,6.9000001,168,136,900,9970000,1,0,0,0,0,medium
1991,Belgium,28,citroen BX,0,PSA,Citroën,13269,.65381646,52,5.5,168,136,900,9980000,1,0,0,0,0,medium
1992,Belgium,28,citroen BX,0,PSA,Citroën,8484,.63342553,55,5.5,168,136,900,10050000,1,0,0,0,0,medium
1993,Belgium,28,citroen BX,0,PSA,Citroën,1591,.75124937,55,5.5,168,136,900,10080000,1,0,0,0,0,medium
1990,Belgium,29,citroen XM,0,PSA,Citroën,6149,1.0952032,85,8.3000002,179.5,139,1280,9970000,1,0,0,0,0,medium
1991,Belgium,29,citroen XM,0,PSA,Citroën,4632,1.0590373,84,6.3000002,179.5,139,1280,9980000,1,0,0,0,0,medium
1992,Belgium,29,citroen XM,0,PSA,Citroën,3784,1.0402305,84,6.3000002,179.5,139,1280,10050000,1,0,0,0,0,medium
1993,Belgium,29,citroen XM,0,PSA,Citroën,1923,1.0852892,89,6.8000002,179.5,138.5,1310,10080000,1,0,0,0,0,medium
1994,Belgium,29,citroen XM,0,PSA,Citroën,1383,1.1748656,97,6.8000002,179.5,146.5,1310,10090000,1,0,0,0,0,medium
1995,Belgium,29,citroen XM,0,PSA,Citroën,1343,1.1482139,97,5.6999998,179.5,142.5,1395,10140000,1,0,0,0,0,medium
1996,Belgium,29,citroen XM,0,PSA,Citroën,1256,1.1296254,97,6.5999999,179.5,139,1395,10160000,1,0,0,0,0,medium
1997,Belgium,29,citroen XM,0,PSA,Citroën,907,1.0277506,97,6.5,179.5,139,1395,10190000,1,0,0,0,0,medium
1998,Belgium,29,citroen XM,0,PSA,Citroën,667,1.0376621,97,7.4000001,179.5,139,1415,10190000,1,0,0,0,0,medium
1999,Belgium,29,citroen XM,0,PSA,Citroën,606,1.010414,97,7.4000001,179.5,139,1415,10190000,1,0,0,0,0,medium
1975,Belgium,30,citroen CX,0,Fiat,Citroën,3652,1.1549733,75,8.1999998,173,136,1265,9790000,1,0,0,0,0,medium
1976,Belgium,30,citroen CX,0,PSA,Citroën,4672,1.0707797,75,8.1999998,173,136,1265,9810000,1,0,0,0,0,medium
1977,Belgium,30,citroen CX,0,PSA,Citroën,5991,.99129641,75,8.1999998,173,136,1265,9820000,1,0,0,0,0,medium
1978,Belgium,30,citroen CX,0,PSA,Citroën,6802,.95202404,75,8.3999996,173,136,1265,9830000,1,0,0,0,0,medium
1979,Belgium,30,citroen CX,0,PSA,Citroën,5472,.94716823,75,7.9000001,175,136,1230,9840000,1,0,0,0,0,medium
1980,Belgium,30,citroen CX,0,PSA,Citroën,4664,.90876806,77,7.9000001,175,136,1230,9850000,1,0,0,0,0,medium
1981,Belgium,30,citroen CX,0,PSA,Citroën,3776,.92296594,77,7.9000001,175,136,1235,9850000,1,0,0,0,0,medium
1982,Belgium,30,citroen CX,0,PSA,Citroën,3458,1.189798,78,7.9000001,177,136,1235,9860000,1,0,0,0,0,medium
1983,Belgium,30,citroen CX,0,PSA,Citroën,3088,.90271914,77,7.9000001,177,136,1235,9860000,1,0,0,0,0,medium
1984,Belgium,30,citroen CX,0,PSA,Citroën,2283,1.0863787,78,7.9000001,177,136,1235,9860000,1,0,0,0,0,medium
1985,Belgium,30,citroen CX,0,PSA,Citroën,2068,1.0344597,77,7.9000001,177,136,1235,9860000,1,0,0,0,0,medium
1986,Belgium,30,citroen CX,0,PSA,Citroën,2448,1.053887,78,7.4000001,177,136,1235,9860000,1,0,0,0,0,medium
1987,Belgium,30,citroen CX,0,PSA,Citroën,2033,1.0629545,78,7.1999998,177,136,1235,9870000,1,0,0,0,0,medium
1988,Belgium,30,citroen CX,0,PSA,Citroën,1897,1.0174057,78,7.1999998,177,146,1355,9900000,1,0,0,0,0,medium
1989,Belgium,30,citroen CX,0,PSA,Citroën,1330,1.0688796,83,6.5999999,177,146,1245,9940000,1,0,0,0,0,medium
1990,Belgium,30,citroen CX,0,PSA,Citroën,200,1.0526119,77,9.3000002,177,146,1355,9970000,1,0,0,0,0,medium
1991,Belgium,30,citroen CX,0,PSA,Citroën,77,1.0182102,83,7.0999999,177,146,1355,9980000,1,0,0,0,0,medium
1979,Belgium,32,citroen visa,0,PSA,Citroën,5285,.45022517,26,5.8000002,151,141,735,9840000,1,0,0,0,0,small
1980,Belgium,32,citroen visa,0,PSA,Citroën,4837,.43832836,25.5,5.8000002,151,141,735,9850000,1,0,0,0,0,small
1981,Belgium,32,citroen visa,0,PSA,Citroën,5589,.45474601,25.5,5.8000002,151,141,735,9850000,1,0,0,0,0,small
1982,Belgium,32,citroen visa,0,PSA,Citroën,5913,.45941153,25.5,5.8000002,151,141,745,9860000,1,0,0,0,0,small
1983,Belgium,32,citroen visa,0,PSA,Citroën,5597,.44724026,25.5,5.1999998,151,141,745,9860000,1,0,0,0,0,small
1984,Belgium,32,citroen visa,0,PSA,Citroën,4869,.44530162,25,5.1999998,151,141,755,9860000,1,0,0,0,0,small
1985,Belgium,32,citroen visa,0,PSA,Citroën,6504,.42606199,25,5.1999998,151,141,755,9860000,1,0,0,0,0,small
1986,Belgium,32,citroen visa,0,PSA,Citroën,5359,.43706739,25,5.1999998,153,140,755,9860000,1,0,0,0,0,small
1987,Belgium,32,citroen visa,0,PSA,Citroën,2640,.43961927,25,5.1999998,153,140,755,9870000,1,0,0,0,0,small
1988,Belgium,32,citroen visa,0,PSA,Citroën,1072,.42056948,25,5.1999998,153,140,755,9900000,1,0,0,0,0,small
1977,Belgium,34,citroen LNA/LN,0,PSA,Citroën,2061,.4436903,24,5.9000001,122,137,705,9820000,1,0,0,0,0,small
1978,Belgium,34,citroen LNA/LN,0,PSA,Citroën,2601,.42175993,24,5.9000001,122,137,705,9830000,1,0,0,0,0,small
1979,Belgium,34,citroen LNA/LN,0,PSA,Citroën,1409,.4330827,26,5.6999998,152,138,710,9840000,1,0,0,0,0,small
1980,Belgium,34,citroen LNA,0,PSA,Citroën,783,.41937742,25.5,5.6999998,152,138,710,9850000,1,0,0,0,0,small
1981,Belgium,34,citroen LNA,0,PSA,Citroën,583,.42746124,25.5,5.6999998,152,138,710,9850000,1,0,0,0,0,small
1982,Belgium,34,citroen LNA,0,PSA,Citroën,490,.43916628,25.5,5.6999998,152,138,710,9860000,1,0,0,0,0,small
1983,Belgium,34,citroen LNA,0,PSA,Citroën,803,.4395901,36,4.6999998,152,138,710,9860000,1,0,0,0,0,small
1984,Belgium,34,citroen LNA,0,PSA,Citroën,510,.43787265,37,4.6999998,154,138,710,9860000,1,0,0,0,0,small
1985,Belgium,34,citroen LNA,0,PSA,Citroën,354,.41892356,36,4.6999998,154,138,710,9860000,1,0,0,0,0,small
1971,Belgium,35,citroen GSA/GSX,0,Fiat,Citroën,3677,.80071926,41,9.3000002,161,135,880,9670000,1,0,0,0,0,medium
1972,Belgium,35,citroen GSA/GSX,0,Fiat,Citroën,4638,.71888667,41,9.3000002,161,135,880,9710000,1,0,0,0,0,medium
1973,Belgium,35,citroen GSA/GSX,0,Fiat,Citroën,5744,.6448521,41,9.3000002,161,135,895,9740000,1,0,0,0,0,medium
1974,Belgium,35,citroen GSA/GSX,0,Fiat,Citroën,6704,.65241581,48,9.3000002,161,135,900,9770000,1,0,0,0,0,medium
1975,Belgium,35,citroen GSA/GSX,0,Fiat,Citroën,8122,.7385565,44,9.3000002,161,135,930,9790000,1,0,0,0,0,medium
1977,Belgium,35,citroen GSA/GSX,0,PSA,Citroën,7995,.60797215,40.5,6.5,161,135,925,9820000,1,0,0,0,0,medium
1981,Belgium,35,citroen GSA,0,PSA,Citroën,5313,.60295951,41,6.3000002,163,135,955,9850000,1,0,0,0,0,medium
1982,Belgium,35,citroen GSA,0,PSA,Citroën,4902,.60891497,42,6.3000002,163,135,920,9860000,1,0,0,0,0,medium
1983,Belgium,35,citroen GSA,0,PSA,Citroën,2380,.59288758,41,6.3000002,163,135,920,9860000,1,0,0,0,0,medium
1984,Belgium,35,citroen GSA,0,PSA,Citroën,1383,.62578207,48,6.3000002,163,135,920,9860000,1,0,0,0,0,medium
1985,Belgium,35,citroen GSA,0,PSA,Citroën,508,.60166723,47,6.3000002,163,135,920,9860000,1,0,0,0,0,medium
1970,Belgium,36,citroen dyane,0,Fiat,Citroën,6700,.48969266,19,5.5,150,154,590,9660000,1,0,0,0,0,small
1971,Belgium,36,citroen dyane,0,Fiat,Citroën,5609,.45595318,17.5,5.4000001,150,154,590,9670000,1,0,0,0,0,small
1972,Belgium,36,citroen dyane,0,Fiat,Citroën,6893,.4399215,17.5,5.4000001,150,154,590,9710000,1,0,0,0,0,small
1973,Belgium,36,citroen dyane,0,Fiat,Citroën,5762,.40030015,17.5,5.4000001,150,154,590,9740000,1,0,0,0,0,small
1974,Belgium,36,citroen dyane,0,Fiat,Citroën,7299,.3609606,17.5,5.4000001,150,154,590,9770000,1,0,0,0,0,small
1975,Belgium,36,citroen dyane,0,Fiat,Citroën,5443,.41012105,23.5,6.0999999,150,154,600,9790000,1,0,0,0,0,small
1976,Belgium,36,citroen dyane,0,PSA,Citroën,4980,.39542928,24,6.0999999,150,154,600,9810000,1,0,0,0,0,small
1977,Belgium,36,citroen dyane,0,PSA,Citroën,4446,.38159952,24,6.0999999,150,154,600,9820000,1,0,0,0,0,small
1978,Belgium,36,citroen dyane,0,PSA,Citroën,3733,.36650315,24,5.6999998,150,154,600,9830000,1,0,0,0,0,small
1979,Belgium,36,citroen dyane,0,PSA,Citroën,1649,.36470121,24,5.6999998,150,154,600,9840000,1,0,0,0,0,small
1980,Belgium,36,citroen dyane,0,PSA,Citroën,3294,.36129627,24,5.6999998,150,154,600,9850000,1,0,0,0,0,small
1981,Belgium,36,citroen dyane,0,PSA,Citroën,2679,.38400772,21,5.4000001,150,154,600,9850000,1,0,0,0,0,small
1982,Belgium,36,citroen dyane,0,PSA,Citroën,2098,.38808596,22,5.4000001,150,154,610,9860000,1,0,0,0,0,small
1983,Belgium,36,citroen dyane,0,PSA,Citroën,1565,.37780032,21,5.4000001,150,154,610,9860000,1,0,0,0,0,small
1976,Belgium,37,citroen G/GS special,0,PSA,Citroën,8096,.60525364,40.5,9.3000002,161,135,930,9810000,1,0,0,0,0,medium
1978,Belgium,37,citroen G/GS special,0,PSA,Citroën,7734,.53810054,41,8.3999996,161,135,925,9830000,1,0,0,0,0,medium
1979,Belgium,37,citroen G/GS special,0,PSA,Citroën,6088,.5365026,41,6.6999998,161,135,925,9840000,1,0,0,0,0,medium
1980,Belgium,37,citroen G special,0,PSA,Citroën,6794,.53343403,41,6.4000001,161,135,925,9850000,1,0,0,0,0,medium
1991,Belgium,38,citroen ZX,0,PSA,Citroën,3364,.61313456,55,5.3000002,169,139.5,945,9980000,1,0,0,0,0,medium
1992,Belgium,38,citroen ZX,0,PSA,Citroën,10961,.57322508,55,5.5999999,169,139.5,945,10050000,1,0,0,0,0,medium
1993,Belgium,38,citroen ZX,0,PSA,Citroën,9440,.58164316,55,5.4000001,169,139.5,935,10080000,1,0,0,0,0,medium
1994,Belgium,38,citroen ZX,0,PSA,Citroën,8337,.58756268,55,5.4000001,170,145,935,10090000,1,0,0,0,0,medium
1995,Belgium,38,citroen ZX,0,PSA,Citroën,7603,.56556064,55,5.4000001,169,140,935,10140000,1,0,0,0,0,medium
1996,Belgium,38,citroen ZX,0,PSA,Citroën,6835,.53704828,55,5.4000001,170,140,935,10160000,1,0,0,0,0,medium
1997,Belgium,38,citroen ZX,0,PSA,Citroën,4004,.52738285,55,5.5,170,140,950,10190000,1,0,0,0,0,medium
1993,Belgium,39,citroen xantia,0,PSA,Citroën,5358,.76771998,65,5.8000002,175.5,138,1170,10080000,1,0,0,0,0,medium
1994,Belgium,39,citroen xantia,0,PSA,Citroën,11585,.76289642,65,5.8000002,175.5,138.5,1170,10090000,1,0,0,0,0,medium
1995,Belgium,39,citroen xantia,0,PSA,Citroën,9290,.71260643,65,5.8000002,175.5,138.5,1170,10140000,1,0,0,0,0,medium
1996,Belgium,39,citroen xantia,0,PSA,Citroën,10657,.71687996,65,5.8000002,175.5,138,1170,10160000,1,0,0,0,0,medium
1997,Belgium,39,citroen xantia,0,PSA,Citroën,7241,.64014179,65,5.8000002,175.5,138,1170,10190000,1,0,0,0,0,medium
1998,Belgium,39,citroen xantia,0,PSA,Citroën,7295,.73636913,66,6.4000001,175.5,140,1245,10190000,1,0,0,0,0,medium
1999,Belgium,39,citroen xantia,0,PSA,Citroën,5910,.73298192,66,6.4000001,175.5,140,1245,10190000,1,0,0,0,0,medium
1979,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,389,.35773119,19,4,139.5,132,545,9840000,1,0,0,0,0,small
1980,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,100,.33322081,19,4,139.5,132,545,9850000,1,0,0,0,0,small
1981,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,173,.31663796,19,5,139.5,137,535,9850000,1,0,0,0,0,small
1982,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,228,.40132323,20.5,5,139.5,137,535,9860000,1,0,0,0,0,small
1983,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,188,.41149047,19,5.0999999,139.5,136,535,9860000,1,0,0,0,0,small
1984,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,76,.39589456,22,5.0999999,139.5,136,535,9860000,1,0,0,0,0,small
1985,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,71,.36954197,22,5.0999999,139.5,136,535,9860000,1,0,0,0,0,small
1986,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,469,.40323055,32,4.6999998,139.5,141.5,595,9860000,1,0,0,0,0,small
1987,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,446,.3896077,32,4,139.5,141.5,530,9870000,1,0,0,0,0,small
1988,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,465,.35314265,32,4,139.5,139.5,595,9900000,1,0,0,0,0,small
1989,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,384,.34006876,32,4,139.5,141.5,595,9940000,1,0,0,0,0,small
1990,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,390,.3209554,32,5.4000001,139.5,139.5,595,9970000,1,0,0,0,0,small
1991,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,544,.34143749,32,4.0999999,139.5,141,640,9980000,1,0,0,0,0,small
1992,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,552,.31899288,32,4.0999999,139.5,141,640,10050000,1,0,0,0,0,small
1993,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,344,.3396208,30,5,139.5,141,630,10080000,1,0,0,0,0,small
1994,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,169,.35651186,30,4.1999998,139.5,141.5,630,10090000,1,0,0,0,0,small
1995,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,153,.34499201,30,4.1999998,139.5,144,660,10140000,1,0,0,0,0,small
1996,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,160,.31806961,30,4,139.5,144,660,10160000,1,0,0,0,0,small
1997,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,140,.30538875,30,4.4000001,139.5,144,660,10190000,1,0,0,0,0,small
1998,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,97,.33164719,30,4.4000001,139.5,143,640,10190000,1,0,0,0,0,small
1999,Belgium,40,daihatsu domino/cuore,0,Toyota,Daihatsu,136,.29135761,41,4.3000002,147.5,142,720,10190000,1,0,0,0,0,small
1980,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1690,.40340948,37,6,151,136,630,9850000,1,0,0,0,0,small
1981,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1134,.46114612,37,6,152,136,630,9850000,1,0,0,0,0,small
1982,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,758,.46704245,37,6,155,140,640,9860000,1,0,0,0,0,small
1983,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1129,.48534393,38,5.1999998,155,139.5,640,9860000,1,0,0,0,0,small
1984,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1443,.45871311,38,5.1999998,155,140,640,9860000,1,0,0,0,0,small
1985,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1253,.42817903,38,5.1999998,155,140,640,9860000,1,0,0,0,0,small
1986,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,992,.44589019,40,4.1999998,155,140,670,9860000,1,0,0,0,0,small
1987,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1431,.43201083,40,4.4000001,155,139.5,640,9870000,1,0,0,0,0,small
1988,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1972,.42622465,40,4.1999998,160,138.5,680,9900000,1,0,0,0,0,small
1989,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1520,.41050008,38,4.1999998,160,138.5,680,9940000,1,0,0,0,0,small
1990,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1523,.38742813,40,5.6999998,160,138.5,680,9970000,1,0,0,0,0,small
1991,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1719,.37375054,38,4.1999998,160,138.5,680,9980000,1,0,0,0,0,small
1992,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1934,.37614578,40,4.1999998,160,138.5,680,10050000,1,0,0,0,0,small
1993,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,1402,.40768108,40,4.1999998,160,138.5,680,10080000,1,0,0,0,0,small
1994,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,730,.48353139,40,5.1999998,162,139,805,10090000,1,0,0,0,0,small
1995,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,363,.45182014,62,4.6999998,162,139,820,10140000,1,0,0,0,0,small
1996,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,250,.44652081,62,4.6999998,162,139,820,10160000,1,0,0,0,0,small
1997,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,211,.42871881,62,5.5999999,162,139,830,10190000,1,0,0,0,0,small
1998,Belgium,41,daihatsu charade,0,Toyota,Daihatsu,131,.41034311,62,5.5999999,162,139,830,10190000,1,0,0,0,0,small
1990,Belgium,42,daihatsu applause,0,Toyota,Daihatsu,519,.68374145,67,7,166,137.5,920,9970000,1,0,0,0,0,medium
1991,Belgium,42,daihatsu applause,0,Toyota,Daihatsu,479,.65309,67,5.3000002,166,137.5,920,9980000,1,0,0,0,0,medium
1992,Belgium,42,daihatsu applause,0,Toyota,Daihatsu,408,.61007392,67,5.3000002,166,137.5,920,10050000,1,0,0,0,0,medium
1993,Belgium,42,daihatsu applause,0,Toyota,Daihatsu,210,.61186194,77,5.3000002,166,137.5,920,10080000,1,0,0,0,0,medium
1994,Belgium,42,daihatsu applause,0,Toyota,Daihatsu,111,.65418953,77,5.3000002,166,137.5,925,10090000,1,0,0,0,0,medium
1979,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,389,.48959631,45,9,152,137,870,9840000,1,0,0,0,0,small
1980,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,107,.45605099,45,9,152,137,870,9850000,1,0,0,0,0,small
1982,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,427,.57605535,48,7,162.5,138,815,9860000,1,0,0,0,0,small
1983,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,433,.5765574,48,5.8000002,162.5,138,815,9860000,1,0,0,0,0,small
1984,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,259,.54597521,48,5.8000002,162.5,138,830,9860000,1,0,0,0,0,small
1985,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,170,.50963253,48,5.8000002,162.5,138,830,9860000,1,0,0,0,0,small
1986,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,262,.5370267,48,5.8000002,162.5,138,830,9860000,1,0,0,0,0,small
1987,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,299,.52423996,48,5.8000002,162,138,830,9870000,1,0,0,0,0,small
1988,Belgium,43,daihatsu charmant,0,Toyota,Daihatsu,164,.53375959,48,5.8000002,162,138,830,9900000,1,0,0,0,0,small
1973,Belgium,50,fiat 126,0,Fiat,Fiat,1622,.39483532,17,5.4000001,137.5,133.5,580,9740000,1,0,0,0,0,small
1974,Belgium,50,fiat 126,0,Fiat,Fiat,3540,.34752679,17,5.4000001,137.5,133.5,580,9770000,1,0,0,0,0,small
1975,Belgium,50,fiat 126,0,Fiat,Fiat,2238,.35420027,17,5.4000001,137.5,133.5,580,9790000,1,0,0,0,0,small
1976,Belgium,50,fiat 126,0,Fiat,Fiat,2409,.32114074,17,5.4000001,137.5,133.5,580,9810000,1,0,0,0,0,small
1977,Belgium,50,fiat 126,0,Fiat,Fiat,2606,.30161455,17,5.4000001,137.5,133.5,580,9820000,1,0,0,0,0,small
1978,Belgium,50,fiat 126,0,Fiat,Fiat,1297,.28914365,18,5.4000001,137.5,133.5,580,9830000,1,0,0,0,0,small
1979,Belgium,50,fiat 126,0,Fiat,Fiat,905,.27917728,18,6.0999999,137.5,133.5,580,9840000,1,0,0,0,0,small
1980,Belgium,50,fiat 126,0,Fiat,Fiat,855,.28847551,17.5,6.0999999,137.5,133.5,600,9850000,1,0,0,0,0,small
1981,Belgium,50,fiat 126,0,Fiat,Fiat,435,.29474276,17.5,6.0999999,137.5,133.5,580,9850000,1,0,0,0,0,small
1982,Belgium,50,fiat 126,0,Fiat,Fiat,446,.30803934,17.5,6.0999999,137.5,133.5,580,9860000,1,0,0,0,0,small
1983,Belgium,50,fiat 126,0,Fiat,Fiat,407,.30865461,17.5,6.0999999,137.5,133.5,580,9860000,1,0,0,0,0,small
1984,Belgium,50,fiat 126,0,Fiat,Fiat,310,.28923848,17.5,6.0999999,137.5,133.5,580,9860000,1,0,0,0,0,small
1985,Belgium,50,fiat 126,0,Fiat,Fiat,298,.28227371,17.5,6.0999999,137.5,133.5,580,9860000,1,0,0,0,0,small
1986,Belgium,50,fiat 126,0,Fiat,Fiat,295,.29280025,18,6.0999999,137.5,133.5,580,9860000,1,0,0,0,0,small
1987,Belgium,50,fiat 126,0,Fiat,Fiat,216,.28967738,18,6.0999999,137.5,133.5,580,9870000,1,0,0,0,0,small
1988,Belgium,50,fiat 126,0,Fiat,Fiat,338,.29006591,19,4.4000001,137.5,134.5,620,9900000,1,0,0,0,0,small
1989,Belgium,50,fiat 126,0,Fiat,Fiat,341,.27382788,18,4.4000001,137.5,134.5,620,9940000,1,0,0,0,0,small
1990,Belgium,50,fiat 126,0,Fiat,Fiat,202,.26619521,19,5.0999999,137.5,134.5,620,9970000,1,0,0,0,0,small
1991,Belgium,50,fiat 126,0,Fiat,Fiat,165,.26428714,18,4.4000001,137.5,134.5,620,9980000,1,0,0,0,0,small
1981,Belgium,51,fiat panda,0,Fiat,Fiat,3455,.30693671,33,5.0999999,146,144.5,680,9850000,1,0,0,0,0,small
1982,Belgium,51,fiat panda,0,Fiat,Fiat,3440,.40459362,33,5.0999999,146,144.5,680,9860000,1,0,0,0,0,small
1983,Belgium,51,fiat panda,0,Fiat,Fiat,3433,.41163757,33,5,146,144.5,680,9860000,1,0,0,0,0,small
1984,Belgium,51,fiat panda,0,Fiat,Fiat,2805,.38592443,25,5.0999999,146,144.5,680,9860000,1,0,0,0,0,small
1985,Belgium,51,fiat panda,0,Fiat,Fiat,2034,.37099412,25,5.0999999,146,144.5,680,9860000,1,0,0,0,0,small
1986,Belgium,51,fiat panda,0,Fiat,Fiat,2145,.36881196,25,5,149.5,142,700,9860000,1,0,0,0,0,small
1987,Belgium,51,fiat panda,0,Fiat,Fiat,1992,.37578261,25,5,149.5,142,700,9870000,1,0,0,0,0,small
1988,Belgium,51,fiat panda,0,Fiat,Fiat,1630,.34713948,25,5,149.5,142,700,9900000,1,0,0,0,0,small
1989,Belgium,51,fiat panda,0,Fiat,Fiat,1869,.32636932,25,5,149.5,142,700,9940000,1,0,0,0,0,small
1990,Belgium,51,fiat panda,0,Fiat,Fiat,1748,.31623992,25,5.5999999,149.5,142,700,9970000,1,0,0,0,0,small
1991,Belgium,51,fiat panda,0,Fiat,Fiat,1697,.31223369,25,5,149.5,142,700,9980000,1,0,0,0,0,small
1992,Belgium,51,fiat panda,0,Fiat,Fiat,1544,.30572933,25,5,149.5,142,700,10050000,1,0,0,0,0,small
1993,Belgium,51,fiat panda,0,Fiat,Fiat,527,.34969372,33,4.9000001,149.5,142,700,10080000,1,0,0,0,0,small
1994,Belgium,51,fiat panda,0,Fiat,Fiat,282,.33365354,29,4.8000002,149.5,142,715,10090000,1,0,0,0,0,small
1995,Belgium,51,fiat panda,0,Fiat,Fiat,136,.30678523,29,4.8000002,149.5,142,715,10140000,1,0,0,0,0,small
1996,Belgium,51,fiat panda,0,Fiat,Fiat,162,.31317624,29,4.8000002,149.5,142,715,10160000,1,0,0,0,0,small
1997,Belgium,51,fiat panda,0,Fiat,Fiat,273,.30303961,29,4.8000002,149,144,715,10190000,1,0,0,0,0,small
1998,Belgium,51,fiat panda,0,Fiat,Fiat,128,.29567188,29,4.8000002,149,144,715,10190000,1,0,0,0,0,small
